Gross/ Net;Economic activity;Time period;Average monthly wages
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;September 2021;1386
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;October 2021;1354
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;November 2021;1367
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;December 2021;1597
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;January 2022;1404
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;February 2022;1297
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;March 2022;1623
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;April 2022;1426
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;May 2022;1483
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;June 2022;1604
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;July 2022;1505
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;August 2022;1593
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;September 2022;1570
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;October 2022;1515
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;November 2022;1594
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;December 2022;1733
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;January 2023;1582
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;February 2023;1521
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;March 2023;1691
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;April 2023;1542
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;May 2023;1700
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;June 2023;1739
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;July 2023;1683
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;August 2023;1751
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;September 2023;1646
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;October 2023;1682
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;November 2023;1673
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;December 2023;1690
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;January 2024;1773
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;February 2024;1734
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;March 2024;1813
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;April 2024;1713
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;May 2024;1779
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;June 2024;1737
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;July 2024;1825
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;August 2024;1813
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;September 2024;1734
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;October 2024;1758
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;November 2024;1696
Gross;C29 Manufacture of motor vehicles, trailers and semi-trailers;December 2024;1805
Gross;C30 Manufacture of other transport equipment;January 2005;314
Gross;C30 Manufacture of other transport equipment;February 2005;303
Gross;C30 Manufacture of other transport equipment;March 2005;318
Gross;C30 Manufacture of other transport equipment;April 2005;361
Gross;C30 Manufacture of other transport equipment;May 2005;351
Gross;C30 Manufacture of other transport equipment;June 2005;362
Gross;C30 Manufacture of other transport equipment;July 2005;362
Gross;C30 Manufacture of other transport equipment;August 2005;404
Gross;C30 Manufacture of other transport equipment;September 2005;380
Gross;C30 Manufacture of other transport equipment;October 2005;380
Gross;C30 Manufacture of other transport equipment;November 2005;375
Gross;C30 Manufacture of other transport equipment;December 2005;399
Gross;C30 Manufacture of other transport equipment;January 2006;390
Gross;C30 Manufacture of other transport equipment;February 2006;379
Gross;C30 Manufacture of other transport equipment;March 2006;423
Gross;C30 Manufacture of other transport equipment;April 2006;423
Gross;C30 Manufacture of other transport equipment;May 2006;426
Gross;C30 Manufacture of other transport equipment;June 2006;438
Gross;C30 Manufacture of other transport equipment;July 2006;459
Gross;C30 Manufacture of other transport equipment;August 2006;505
Gross;C30 Manufacture of other transport equipment;September 2006;454
Gross;C30 Manufacture of other transport equipment;October 2006;458
Gross;C30 Manufacture of other transport equipment;November 2006;471
Gross;C30 Manufacture of other transport equipment;December 2006;448
Gross;C30 Manufacture of other transport equipment;January 2007;483
Gross;C30 Manufacture of other transport equipment;February 2007;472
Gross;C30 Manufacture of other transport equipment;March 2007;504
Gross;C30 Manufacture of other transport equipment;April 2007;496
Gross;C30 Manufacture of other transport equipment;May 2007;557
Gross;C30 Manufacture of other transport equipment;June 2007;566
Gross;C30 Manufacture of other transport equipment;July 2007;618
Gross;C30 Manufacture of other transport equipment;August 2007;628
Gross;C30 Manufacture of other transport equipment;September 2007;600
Gross;C30 Manufacture of other transport equipment;October 2007;654
Gross;C30 Manufacture of other transport equipment;November 2007;630
Gross;C30 Manufacture of other transport equipment;December 2007;620
Gross;C30 Manufacture of other transport equipment;January 2008;698
Gross;C30 Manufacture of other transport equipment;February 2008;681
Gross;C30 Manufacture of other transport equipment;March 2008;697
Gross;C30 Manufacture of other transport equipment;April 2008;734
Gross;C30 Manufacture of other transport equipment;May 2008;715
Gross;C30 Manufacture of other transport equipment;June 2008;754
Gross;C30 Manufacture of other transport equipment;July 2008;771
Gross;C30 Manufacture of other transport equipment;August 2008;792
Gross;C30 Manufacture of other transport equipment;September 2008;710
Gross;C30 Manufacture of other transport equipment;October 2008;751
Gross;C30 Manufacture of other transport equipment;November 2008;699
Gross;C30 Manufacture of other transport equipment;December 2008;698
Gross;C30 Manufacture of other transport equipment;January 2009;598
Gross;C30 Manufacture of other transport equipment;February 2009;567
Gross;C30 Manufacture of other transport equipment;March 2009;580
Gross;C30 Manufacture of other transport equipment;April 2009;587
Gross;C30 Manufacture of other transport equipment;May 2009;567
Gross;C30 Manufacture of other transport equipment;June 2009;620
Gross;C30 Manufacture of other transport equipment;July 2009;631
Gross;C30 Manufacture of other transport equipment;August 2009;571
Gross;C30 Manufacture of other transport equipment;September 2009;566
Gross;C30 Manufacture of other transport equipment;October 2009;601
Gross;C30 Manufacture of other transport equipment;November 2009;588
Gross;C30 Manufacture of other transport equipment;December 2009;571
Gross;C30 Manufacture of other transport equipment;January 2010;556
Gross;C30 Manufacture of other transport equipment;February 2010;520
Gross;C30 Manufacture of other transport equipment;March 2010;543
Gross;C30 Manufacture of other transport equipment;April 2010;607
Gross;C30 Manufacture of other transport equipment;May 2010;663
Gross;C30 Manufacture of other transport equipment;June 2010;636
Gross;C30 Manufacture of other transport equipment;July 2010;640
Gross;C30 Manufacture of other transport equipment;August 2010;670
Gross;C30 Manufacture of other transport equipment;September 2010;658
Gross;C30 Manufacture of other transport equipment;October 2010;646
Gross;C30 Manufacture of other transport equipment;November 2010;649
Gross;C30 Manufacture of other transport equipment;December 2010;681
Gross;C30 Manufacture of other transport equipment;January 2011;626
Gross;C30 Manufacture of other transport equipment;February 2011;593
Gross;C30 Manufacture of other transport equipment;March 2011;640
Gross;C30 Manufacture of other transport equipment;April 2011;612
Gross;C30 Manufacture of other transport equipment;May 2011;648
Gross;C30 Manufacture of other transport equipment;June 2011;669
Gross;C30 Manufacture of other transport equipment;July 2011;630
Gross;C30 Manufacture of other transport equipment;August 2011;698
Gross;C30 Manufacture of other transport equipment;September 2011;667
Gross;C30 Manufacture of other transport equipment;October 2011;656
Gross;C30 Manufacture of other transport equipment;November 2011;647
Gross;C30 Manufacture of other transport equipment;December 2011;662
Gross;C30 Manufacture of other transport equipment;January 2012;646
Gross;C30 Manufacture of other transport equipment;February 2012;610
Gross;C30 Manufacture of other transport equipment;March 2012;616
Gross;C30 Manufacture of other transport equipment;April 2012;613
Gross;C30 Manufacture of other transport equipment;May 2012;645
Gross;C30 Manufacture of other transport equipment;June 2012;650
Gross;C30 Manufacture of other transport equipment;July 2012;680
Gross;C30 Manufacture of other transport equipment;August 2012;697
Gross;C30 Manufacture of other transport equipment;September 2012;662
Gross;C30 Manufacture of other transport equipment;October 2012;696
Gross;C30 Manufacture of other transport equipment;November 2012;647
Gross;C30 Manufacture of other transport equipment;December 2012;625
Gross;C30 Manufacture of other transport equipment;January 2013;603
Gross;C30 Manufacture of other transport equipment;February 2013;567
Gross;C30 Manufacture of other transport equipment;March 2013;598
Gross;C30 Manufacture of other transport equipment;April 2013;655
Gross;C30 Manufacture of other transport equipment;May 2013;678
Gross;C30 Manufacture of other transport equipment;June 2013;659
Gross;C30 Manufacture of other transport equipment;July 2013;711
Gross;C30 Manufacture of other transport equipment;August 2013;734
Gross;C30 Manufacture of other transport equipment;September 2013;667
Gross;C30 Manufacture of other transport equipment;October 2013;698
Gross;C30 Manufacture of other transport equipment;November 2013;681
Gross;C30 Manufacture of other transport equipment;December 2013;663
Gross;C30 Manufacture of other transport equipment;January 2014;646
Gross;C30 Manufacture of other transport equipment;February 2014;616
Gross;C30 Manufacture of other transport equipment;March 2014;637
Gross;C30 Manufacture of other transport equipment;April 2014;638
Gross;C30 Manufacture of other transport equipment;May 2014;675
Gross;C30 Manufacture of other transport equipment;June 2014;680
Gross;C30 Manufacture of other transport equipment;July 2014;751
Gross;C30 Manufacture of other transport equipment;August 2014;707
Gross;C30 Manufacture of other transport equipment;September 2014;697
Gross;C30 Manufacture of other transport equipment;October 2014;694
Gross;C30 Manufacture of other transport equipment;November 2014;658
Gross;C30 Manufacture of other transport equipment;December 2014;647
Gross;C30 Manufacture of other transport equipment;January 2015;692
Gross;C30 Manufacture of other transport equipment;February 2015;733
Gross;C30 Manufacture of other transport equipment;March 2015;772
Gross;C30 Manufacture of other transport equipment;April 2015;800
Gross;C30 Manufacture of other transport equipment;May 2015;830
Gross;C30 Manufacture of other transport equipment;June 2015;795
Gross;C30 Manufacture of other transport equipment;July 2015;882
Gross;C30 Manufacture of other transport equipment;August 2015;851
Gross;C30 Manufacture of other transport equipment;September 2015;895
Gross;C30 Manufacture of other transport equipment;October 2015;845
Gross;C30 Manufacture of other transport equipment;November 2015;834
Gross;C30 Manufacture of other transport equipment;December 2015;796
Gross;C30 Manufacture of other transport equipment;January 2016;745
Gross;C30 Manufacture of other transport equipment;February 2016;772
Gross;C30 Manufacture of other transport equipment;March 2016;781
Gross;C30 Manufacture of other transport equipment;April 2016;786
Gross;C30 Manufacture of other transport equipment;May 2016;846
Gross;C30 Manufacture of other transport equipment;June 2016;786
Gross;C30 Manufacture of other transport equipment;July 2016;867
Gross;C30 Manufacture of other transport equipment;August 2016;854
Gross;C30 Manufacture of other transport equipment;September 2016;846
Gross;C30 Manufacture of other transport equipment;October 2016;841
Gross;C30 Manufacture of other transport equipment;November 2016;914
Gross;C30 Manufacture of other transport equipment;December 2016;990
Gross;C30 Manufacture of other transport equipment;January 2017;914
Gross;C30 Manufacture of other transport equipment;February 2017;883
Gross;C30 Manufacture of other transport equipment;March 2017;952
Gross;C30 Manufacture of other transport equipment;April 2017;967
Gross;C30 Manufacture of other transport equipment;May 2017;1039
Gross;C30 Manufacture of other transport equipment;June 2017;995
Gross;C30 Manufacture of other transport equipment;July 2017;917
Gross;C30 Manufacture of other transport equipment;August 2017;926
Gross;C30 Manufacture of other transport equipment;September 2017;910
Gross;C30 Manufacture of other transport equipment;October 2017;915
Gross;C30 Manufacture of other transport equipment;November 2017;939
Gross;C30 Manufacture of other transport equipment;December 2017;891
Gross;C30 Manufacture of other transport equipment;January 2018;961
Gross;C30 Manufacture of other transport equipment;February 2018;929
Gross;C30 Manufacture of other transport equipment;March 2018;925
Gross;C30 Manufacture of other transport equipment;April 2018;941
Gross;C30 Manufacture of other transport equipment;May 2018;949
Gross;C30 Manufacture of other transport equipment;June 2018;992
Gross;C30 Manufacture of other transport equipment;July 2018;976
Gross;C30 Manufacture of other transport equipment;August 2018;1010
Gross;C30 Manufacture of other transport equipment;September 2018;966
Gross;C30 Manufacture of other transport equipment;October 2018;999
Gross;C30 Manufacture of other transport equipment;November 2018;1002
Gross;C30 Manufacture of other transport equipment;December 2018;1143
Gross;C30 Manufacture of other transport equipment;January 2019;1012
Gross;C30 Manufacture of other transport equipment;February 2019;1026
Gross;C30 Manufacture of other transport equipment;March 2019;1042
